post	label
if credible calls to violence are not protected speech how are americans expected to carry out their duty of throwing off the chains of a tyrannical government serious question <user>	0
a prominent hollywood entertainment lawyer claims that poltergeist child star heather o rourke was raped and murdered by hollywood executives heather played the character carol anna freeling in all three of steven spielberg poltergeist films she died in <number>	0
in tampa some blacks celebrated christmas by a drive by shooting on a 2 5 0 cc dirtbike the group of blacks fired upon instantly returned fire i think westboro baptist church is right about one thing kwanzaa is ghetto slang for murder	1
she is in shape she is just a chick a government agent mr anderson dude was not even fighting if he wanted to he could ve raped then cooked her and ate her within <number> minutes	0
why arabs lose wars <user>	0
seriously though it basically impossible for men and women to give friendly hugs and not occasionally bump into boobs and butts oh the hug was going great but then you let your arm drop too soon and your hand briefly grazed her right butt cheek and now you are fired sad	1
talmud jews are rebuilding their solomon temple really the temple of ba al for their coming messiah the talmud is babylonian and the muslims are too	2
inflation so that you cant buy food and stuff to help you live happy is how fascist hateful jews persecute western youth their end goal is to brand eveyone with an rfid chip and make hummanity work in jewish owned factories for food only while jews live happily ever after	2
i can not really blame corey for grabbing that big ghetto booty but we do not want any roy moore working in the white house disavow	1
yeah i simplified it a bit but i kind of run with the notion that if you are aware of the jews and their trickery you will naturally develop the necessary attitude towards the weapons that they wield against the healthy white family which include niggers commies feminists faggots etc	2
your third reich ended with your retarded fuhrer incinerated like a trash bag his merry gang of homosexual friends hanged <number> million of footpad scum made good and russian soldiers generously donating their slav cum to your women the fourth reich is going same way so bring it on bitch	1
my guess is he a boomer that believes america is some sorta proposition nation but seriously i doubt bill or tom would argue how blacks could be successful too but only if they were oppressed like the jew oh	1
hitler met with muslim leaders he had a lot in common	1
i am ashamed that bill hillary are white they are a disgrace to their white skin they do not represent my race they are ghetto as al sharpton and jessie jackson or mlk	2
debra anderson chair of act for america minnesota chapter said she has been trying for four years without success to get minnesota sheriffs to train their departments to better prepare and deal with sharia related crime such as fgm honor violence and terrorism	0
in general black people are capable of civilized behavior you are right that ghetto culture is an expectation not an absolute it can be changed i am a race realist but also see whole truth in <number> black crime rates were much lower than today	1
what kind of retard are you kikes like to claim to be white when it suits their beady eyed hooknosed purpose but they never have and never will be responsible for the achievements of europeans they are dirty little sand niggers just like the muslims	2
welcome to america home the degenerate globalist scum who pride themselves on brainwashing and manipulating other people children in the hopes of eventually creating a mindless ghetto of exquisite slave perfection	1
dumbest cartoon propogated by the dumbest people get that shit outta here faggot	2
we are quite justified in being islamophobic we women should be fearful ie phobic of any cult that fanatically seeks to rape murder us we should also expect demand that our men are not phobic but may become islamocidal to protect their women children	2
the world will know peace when we send back the sand niggers and kikes and nuke the middle east out of existence	2
i fucking hate sweden for making the case that women should not be involved in politics muh feminist govt is a joke swedish grade school hires muslim migrant as counselor he does what muslims do tries to hump kids	1
lmao bread is the dish of the year from ghetto <number> loaves to if you have to ask five volume master works	1
an idiot child who thought his nazi fan boy ramblings were nuggets of gold	1
the new gab refugees may be vanity fair hahahahahahahahahahahahahahahahahahahha the left can not help but eat their own	0
i wonder what the faggot <user> has been up to in norway	1
ya can take them out of the ghetto but	1
wtf where are the satanists and athiests who bitch about christianity i dont see them complaining about this b ugh homeschool or private school are our only options at this point	1
the alt right be all blood and soil until you disagree even slightly then it all shut up nigger faggot kike boomer well guess just soil then i feel your welfare asses can scrape together enough to actually buy some or will your government give it to you	2
to the downvoter do you deny this take a gander at <user> posts regarding modern christians a k a cuckstians fake christians who put jews on a pedestal and promulgate a suicidal worship of the other many such cases	1
it should be built on sand niggers and other savages buying our bombs to kill each other	2
why would anyone put themselves on the side if either the muzrat or the kike filth if you think giving palestine to the muzrats will end terrorism i have got a bridge to sell you not old we need to eradicate them all there cannot be peace until muzrats are extinct	2
i also call for all canadian to boycott muslim businesses no canadian should support filthy muslim pedophiles their determination to subjugate murder all christians replace our white population with shit skin muslims	2
the asians are gonna chuck all of us in the oven	2
islam is een achterlijk discriminerend en gewelddadig rechts systeem dat seculiere democratische wetgeving vervangt en waarin geen enkele plaats is voor alles wat niet islamitisch is dat maakt islam een politieke ideologie die onaanvaardbaar is in onze samenleving	0
huge wave of sexual harassment claims about to hit congress — hard jacob novak	0
ok bigots time to spell kwanzaa with that retarded extra a no less an authority than readers digest describes how it came to be they know what time it is holy fsck did i just quote rd how ohhld am i geez	1
the absolute lunacy of sand nigger politicians in europe banning those of european descent from entering parts of europe puh leez trump belongs in london more than sadiq khan	2
you are completely correct without it communication breaks down leading to distortions misrepresentations this is a very serious problem among white males who failed to learn the language effectively	0
treason lots of u up that way canada has the largest u mine saskatchewan i think a little distance but those muzzrats are going up there to get elected	2
yes they can many think moslems will fight well armed white str8 christians instead of easy targets like gay bars others are paid to say moslems are peaceful	2
not surprising when the white majority has had marxist propaganda shoved down their throats by kikes for decades from all angles pedowood talmudvision print media all jew owned and pushing poz <number> <number> public school systems and higher academia infested with commie jews dictating the curriculum	2
i am not blaming period blaming is for pussy faggot little girls i am calling out this kike and bringing his profane audience you to the light	2
sorry i dont speak ghetto moonman	2
what happens when you import niggers mudslimes their culture includes gang rape and honor killings of course they have no regard for western values they cant overcome there nature i do not blame the poc slime i blame the whites who let them in and the jews scheming has an effect	2
we have a plague of somali and sudanese terrorising whole suburbs of melbourne victoria and the police say there is no african gang problem but a youth problem these are the same idiots who think there is no muslim terrorist problem they hide their identity because they are afraid	0
<user> hey there imgs with white backgrounds can be pretty confusing to distinguish maybe it an edge case but it took me quite some time to figure out that i need to click on the very edges of the post to see replies suggestion	0
yes shiksa the democrats how about a sermon about how they are the real raycis and the chosenites are muh greatest ally or magic dirt makes niggers people	2
no it because you are a worthless corrupt racist delusional and dumb as a retarded somalian bitch that why	2
in the oregon gay couple bake case the bakery lost in appeal court and has to pay mucho dineros to lesbo couple so now the state tells you how you can run your business sound orwellian to me hope it goes to scourt	0
trump truly has crushed their narrative control with an iron fist this election was devastating for rachel maddow bull dyke media types we did it fam maga gabfam presidenttrump	1
in liberal utopias everybody is an exception everybody is amazing all things are equal no matter what the only blanket statement to be made is that blanket statements are bad and the only exception to everyone being amazing is that white men as a blanket statement are all evil	1
go live with your beloved niggers should be the only response to this kind of shit from now on oh u hate white ppl do u live in a shitty ghetto with blacks y not	2
that isnt the fucking white power sign you retards it the ok sign the white power sign involves both hands the reason people do this now is because you dickheads go into a tizzy over it like a bunch of fucking girls	1
oh like standing up in front of jews and saying i do not need your money or they are rapists mexicans or retweeting white genocide memes and hillary memes with jewish stars do you know how many artlces were written about how anti semitic trump was google it thousands	1
but i do not put myself out of front st cause it makes you look unintelligent post facts instead of yapping kike this and nigger that and north korea is peaceful you must be like <number> yrs old or something	2
myself paul jayda fransen enjoying a bit of downtime from our stressfull dangerous lives well never surrender to islam we are christian soldiers ns we are the people	1
in berlin they have security tents for women women safety area i d call it muzzie free zone the new year eve party in berlin has never been so cool	2
also your asian are you chinese by any chance here is mao and his kike rat puppet handlers you should be disgusted with the vermin too who are responsible for the deaths of millions of asians	2
more proof that muslims have rights more proof that immigrants have rights more proof that citizens do not have rights as their government aids and abets terrorism committed by the muslims and immigrants	1
i was raised by my grandparents after wwii they moved to detroit from the south and were part of that economic growth then white flight to the more affluent and family friendly suburbs sad really as in the early 2 0 th century detroit was the paris of the midwest	0
legal to call for the death of all white men illegal to joke about football players legal to kick white women in the head while yelling kill the white slag as long as youre muslim the turkish diversity officer was freed and charges dropped later on judge said it wasnt offensive	1
<user> every beating and bashing faggots get are free lessons for them to know the difference between right and wrong between power and worthlessness but they never seem to learn	2
iq nationalism leads to a jew asian bugocracy imposing miseries on heritage white americans that sound good to anyone but jews asians and their stepinfetchit swpl shitlib white lackeys	2
it bullshit rationalizing for their continued sinecures go to any high iq college or corporate campus and you will notice the indians sticking with the indians the asians with the asians the token diversity with the token diversity and the whites angling to add a nonwhite to their social group	0
mm i do not think so <number> no apartheid in israel fact <number> hate comes from arablies nazilies fact tell ur leaders to b strong send arabs back to arabia israel jerusalem jewish home	2
wrong dipshit america was already a superpower before the jews got here we became the <number> economy on the planet in the 1 9 th century you retarded fuck	1
not once have you refuted my arguments you ran from the debate like the faggot you are i stole your dinner money gave you a wedgie and stuffed you in your own locker 🐸	1
gotta like the spic sometimes we may want them to go home but at least they hate the degenerate queers as much as us	2
sorry i just think it rude if i am at a party and an actual retard is there and i am not briefed forcing me to do the retard math	1
oh and fyi any jew alive at the time he said that did not kill your jeepnut unless they invented time travel are jews time travelers	1
oh shit this means the weirdo will have more time on his hands to write another book well at least his retarded fans the idiots who bought his first book will be happy	1
let call terrorism what it is kike backed scheming to try and manipulate the goyim jihadi sand niggers are bad satanic jew scum are worse	2
fuck congress he should be dictator the jews would run scared shitless to mexico	2
islam and the nazi best friend	1
the announcement that the silence breakers have been named person of the year by time magazine has catapulted the sexual harassment scandals into the national spotlight sexual assault in the workplace has taken on crisis proportions	0
agreed if both sides want legit compromise this is it daca has education participation and clean criminal record requirements daca immigrants seem more likely to become productive members of society if keeping them enables limiting drug smuggler and terrorist infiltration that a win	0
check the fucking cianiggers and more kike wars in this fucking thread this is the worst propaganda i have ever seen	2
why this guy is trying to apply western liberal enlightened thought to an asian muslim country is beyond me	1
i am against the oppression of women and everything islam encompasses	0
shit i forgot to include arabic hebrew yiddish spanish swedish finnish fucked beheaded goat sheep and chained up slaves in burkas speak to be inclusive and tolerant of religions rats vermin weasels bacteria women being raped by maggots maggots fucking goats am i missing anyone	1
also the bell curve for iq not only has many more men at the high iq tails but also at the low iq tails so there are retarded men out there voting	1
get ready for <number> shills that do not have your interests you have heard of crusades and jihad but have you heard of milkhemet it the jew jihad reminder white women are targeted called shiksa this is misogynistic anti white and religious discrimination must be stopped remember hollywood	1
you sound salty if that image wasnt obvious the rebels were from every sunni wahhabi muslim country because thats what jihad is when they declare one on canada you can expect to fight half the world too you are the liberal syria was fighting more than just syria glorious valiant victory	0
people say they want a country for whites like israel i say move to poland or any other very white nations just like jews moved from their homes to israel or america that is what is consistent logic wise	0
i sverige är det muslimer som begår de flesta grova brott allt enligt anonyma poliser <user> och <user> vet sanningen men de tror att folket är så dumma att vi fattar nada fuck islam	2
so we just forgive them all for <number> <number> then granted we should have nuked saudi arabia but there was credible intel those raghead fucks were training in afghanistan level that place too and fuck anyone that has a problem with it	2
people care more about violence against animals then they do children	1
why not a safety area for our muslim friends and their jewish enablers	1
not exactly an anti pitbull goy but chimping out and calling someone a kike over it is fucking retarded wignats are fragile and emotional spergs	1
iranian women risking prison or even death by removing their hijabs feminist in the west wear a hijab like it some sort of medal fukin idiots freedom from islamic rule is all they want	1
well i guess the anti whiteness is probably a lot more blunt today the jews and their revolutionary minorities	1
is it still a psy op when the ppl that you are trying to convince are mindless sheep that will sleep walk wherever they are dog whistled oh they said america patriot flag imma bomb that country i do not like islam therefore israel is my greatest friend not buddhists or hindus no only jews	1
what was meant as a workable salvation for all a banner for bold brave men ye make a ghetto for the insipid pleasures of impractical self flagellating piety addicts the pharisees persecuted the church and it grew ye join the church and the world shrugs and ambles away bored churchians	1
very nice now women can decide if they want to get raped or not 😷 taharrush happynewyear migrants islam	2
the fact that you can not grasp why hungary a country that already facing intense pressure from the e.u. over its nationalist policies does not want a guy like spencer in their country shows how detached from reality you are get out of the alt right ghetto and get some perspective	1
greatest hope for mankind is to reach out to muslims who have not yet been enlisted to violence	0
they actually are true aryans racially speaking that is the root of the name iran they are not at all connected to arabs racially	0
the only problematic issue in islam is the fact that it calls for the genocide of all kafir non muslims infidels breeding terrorism instead of exposing this to the world while it watches and focusing on either reforming the religion or purging it everyone is focusing on muh womynz rights	1
<number> 2 and now even though they have political power the machine still sells these delusional maniacs on the concept that even muslims that have self created no go zones or blacks with their violent no go ghettos are somehow still oppressed so need libtardshelter even though theyre in a libtard run city	1
we owe it to them to give them a real holocaust this time it the just and noble thing to do	2
or one of them gets annoyed that the other has such retarded views and so he decides it not worth it and splits	1
that guy michael winner is a moron and a liar probably a fucking raghead in all actuality	1
my new years resolution manage to be even more of an asshole to nigger lovers and retards than i already am	1
fools all the muslims participating in the iranprotests are doing it because jews have already offered them visas a brand new car foodstamps and an apartment in the usa	2
true this is why i endorse the hotep negro movement only the hoteps do not want to rely on the white man laws wealth lands are anti zionist and want to go back to africa this makes our goals for an all whitenation more attainable youtube or google hoteps and alt right	2
i am broke in the ghetto way i got my tv and sat and internet being retired is boring	1
we are creating the new america now with our niche skills tell me why u whiteboys are such retarded cucks to shy away from college and subjects like engineering do not you realize such skills are required for usa to stay competitive in a global economy usa would not need to import them	1
yo i am getting off i am drunk as fuck and it not good for me to post while drunk my inner nazi comes out and it just not a nice fellow	1
you really are amusing obviously your mental capacity is so lacking your ego so overweening presumptuously arrogant overbearing so you do not need to look it up that you think women can not be intelligent i am sorry to threaten your view of your superiority but your views are pathetic	0
so you admit jews have power and they use this power obviously to hurt white people you seem like the faggot that would suck off a kike not me if whites begin to be nepotistic and do what is in their own best interests jews will be poor inbred gypsies	2
according to psychology today magazine women spend <number> hours of their lives crying whereas blokes spend exactly the same amount of time not knowing what the fuck they have done wrong	0
and who do you think is pushing these liberals off the cliff of rationality into communism faggotry diversity and all the other bullshit they are trying to destroy white countries with while you are looking into that you might want to research the pioneers of the modern feminists mindset goals	2
he a lazy faggot who searched some shitty site and copied the thumbnail instead of the full resolution image mobile is a guess because the low effort poster will glance at the <number> screen grunt seems legit and post worthless vomit	1
<number> jewish dominance has declined a lot intellectually but there still is a lot of jewish dominance socially which is a serious problem we have all these retarded leftwing jewish pundits like bill kristol who were legacy admits to college and they are trying to kill whiteness	0
jews generally do not have the west best interests in mind they are heavily pro mass immigration heavily anti white and pro cultural marxism if it wasn t for jews we would not have a liberal indoctrinated population	2
a muslim will say to you ignorant kaffir that he is a liberal a secular and all the taqiya bullshit all you need to say to the shiite muslim to agree that mo was paedophile and a killer he will reveal his true self	2
you are a fucking retard	1
what about the jews murdering millions of europeans and asians from the french revolution to the current iranian revolution it seems as if only one segment of the populace seems to benefit only the chosen race may butcher all non members by the millions and expect reimbursement	2
trump will be removed and mark cuban will win unless some fat negro woman tries to take office mark cuban is a guaranteed win	1
u.s. would be richer if israel was gone we would all be safer if all the sand niggers were dead nuclear weapons are really cool	2
would the protesting iranians prefer to experience all the benefits of diversity that a rothschild bank nation enjoys because that what they are demonstrating for elin krantz swedish woman raped murdered by an immigrant	1
while timmy is at home criticizing other white men for dating asians stacy is at the club putting on a bj show for tyrone	1
gab an online ghetto for right wing conservatives the most productive honest humans you will find	0
what do muslim women get from allah for being a suicide bomber because mohammad glimpsed hell and said it was full of muslim women serious question	1
for us it just a matter of what sort of housing is available the city built brewster a no go zone ghetto death tower of affordable housing apartments in the 6 0 right in the middle of a strong middle class neighborhood which promptly de whited almost overnight	1
so much for all this equal opportunities bollocks i still have not seen a white guy working in an indian restaurant	0
these filthy yellow color jews jelly of our ivory color skin	2
we are one of the most intimidating and athletic people alive with strict training even a ghetto gangbanger can reach spec ops level it true we are hardy folk	1
if you think a sand nigger getting her hood pulled down is bad then you d freak out seeing what sand niggers in her own country would be doing to her right now	2
and which countries are breeding out of control like there no tomorrow the red ones as well flooding the world with mentally retarded individuals but hey europeans stop having children in order to save the world	1
i think you are dreaming to an extent you are right but we have only dealt with a tiny minority of asians to date do not forget what the chinese did to their own people in the mao cultural revolution mainland chinese are a rapacious materialistic people that only respect money	1
dear laowai asians are model citizens see	1
they are calling him a nazi when he is surrounded by jews and has lots of jewish family and just changed the capitol to jerusalem nothing he can do will change them calling him a nazi	0
when i am not fighting commies i am working towards leaving this shit stain ghetto called south florida can not wait to live on a farm in the country with nothing but my pets guns and trump loving bf to worry about been on a fermenting kick lately pickling lactofermentation	0
watching my retarded cat play with catnip is probably the best part of my day guys	1
i tried warning those fools but you know white supremacy it only functions when jewish supremacy is supporting it i actually did an episode on this very topic of the colonial castizo futurism but can not upload it they are outnumbered <number> <number> to <number> also plus they do not have a homogeneous military	1
steve bannon is gay	1
those that want to keep believing the lies of the jews and their communist luciferian shills who only want to persecute capitalists with more wars for globalists wont survive in battlefield new world order	2
yeah take them away homeless white britons move them to backalleys nigger ghetto wedding is coming to town complete with dreadlocks rap and initiation ceremony out of voodoo manuals sign the petition britfam let them know you do not want trashy hood rat stripper awarded with titles	2
the retarded mongrols on the left have no shame they are so twisted and spiteful they disrupt the candlelight gathering to remember a <number> year old killed by a muslime refugee the sooner we can legally gas these people the better for western society	2
many white bitches heavily infected with a beast blood dna in whites by itself against beasteality we have problem not with women but with birth whites work for minimum wage and not want to produce so their kids would work hard to support leaching animals	1
those ridiculous lifetime benefits are contracted you do not seriously think access to the lavish va system is because the gubment is magnanimous do you got to be illegal or a ghetto rat for magnanimous treatment	2
everytime i scroll past this cia nigger i want to vomit a kafkaesque boil covered faggot footsoldier for the greatest marxist ever	1
essential problem women nurture and virtue preen that means their mothering instinct gets ejaculated all over rapefugees cacas ghetto trash scab peasant labor and generally the worst and most incompetent of society all this is incompatible with sustaining civilization	1
how dafuk a ching chong gone deliver mah food wit all dis snow out heah shiet nigga best brang mah food	1
lol yeah i know what u saying refugees were living their lives there did not had reasons <number> seek refugee or bother people in other peoples countries its the kalergi plan alright empty greater israel then hope eu is gonna clash with all these different cultures religions so people will accept nwo	1
<user> just the jews you fucking kike	2
lol yeah i think i remember you posting your pic <number> time odins douche tries to dish it out but can not take it he blocked me after i said he was a kike and his gf was a hooker he got triggered af	1
dumb kike hitler was fucking goat your mother oh talking about goat jews allows fuck animals same as arabs	1
all this african gentleman want to do is enrich israel their women are being denied his shalom because israeli government officals hate him because of the colour of his skin	1
no it does not you are again all about the blank slate races behave differently you sit there with stupid retarded platitudes while your race and culture are overrun and erased but it all good because you feel good about yourself enjoy your bliss	0
for <number> billion people jesus let the jews rule the middle east let them enslave the muslims and let the sandniggers suffer why is that so fucking hard to grasp	1
let the jews enslave the sandniggers let them build their jewtopia in the middle east put all jews in middle east remove niggs and put them in africa boom problem solved then we open the can of worms for asians	2
u can dream all you want but i will never suck your hiv dick faggot as im not gay like you homo queer catch	2
the one thing the internet is liable to grant most easily is swift passage to backwater ghetto echo chamber status that is alt tech tech safely sequestered from the universal public square	0
you guys should have been nicer to him sucks that a few white kids will feel forced into violence like this sad products of our antiwhite society that has no place for them hewasagoodboy	1
<number> ghetto white people who did drugs and got abortions and could not speak without using the f word they were called white negroes the black culture has become part of america white people endorsing this immorality and violence is why we are in decline	1
one of you faggots did not like my jew support i want you to call me out you pussy you a man or a mouse i will take a real man i will not take a mouse i will load my gun you are sounding like a faggot muzzie	2
what would make me feel good is knowing why muslims are treated like gold where other minorities are not why all our social care money is redirected to the muslim community why <number> of child birth defect fatalities comes from the muslim community cost to the nhs millions	0
japan does not have holder dropping boxes of guns and ammo in ghetto alleys though homogenous nation	0
white men must change back to pre 1 9 6 0 when men married and raised their kids men worked at whatever job it took to make sure their family had a good life white men must reject ghetto morals and live for god family and america	1
imagine if there wasn t oil in the middle east there would be no dubais there would be no wealthy towel headed sand nigger ruling class because of oil muslim goat fckrs oops i meant herders get to hide in plain sight now they intend to take over the u.s.	2
yeah me too yeah you too yeah you bash blacks too and the chinks and the j00s dindu nuffins hindu muffins spics micks wops sand niggers who cares humans talk thats what we do so we should go kill each other please	1
now that trump has won can a black chicks movie please be made <number> white comedians in black face satirizing stereotypical black women equality	2
no they actually dont because like every other race besides the white race they are not scared to have an identity and unify under their race also honesty the inner city ghetto blacks constantly committing crime and murdering people is a bit more of a problem than the blm faggots	2
the jewish question is probably the greatest litmus test for loyalty if they defend this one group of people despite any wrong doing they are not on your side this is like the house negro protecting the slave master chicano	1
unlike racist islam or the arablies world	1
oh well let me be a premium creator i do not know how to get a hold of anyone about that and i hope you have seen my twitter is gay song i gave u a shoutout	1
only new faggots that have never shot a gun probably you put the safety on it like putting training wheels on your bike i am not a kid maybe get more confident with a gun then come talk to me about your gay begginner rules	2
headline says sex robots will replace men only for democrat women decent women still prefer their husbands can democrats get dumber is it possible	0
your idea of compassion is allowing kate steinle killer go free that not compassion it a mental illness let be compassionate to the legal citizens of this country stop funding illegal immigrants stop encouraging lawlessness and build that fucking wall maga gabfam news	0
it important to learn up on your kike varieties spotting yids can be the difference between life and death	2
uh he wasn t a kid and i am positive heaven is not being turned into a nigger ghetto	1
and that baby does not look like it has any nigger blood	2
brittania brittania <number> hours ago khan has no ideas muslims with low iqs only know how to quote out of their war manual he should never have been elected a muslim can never represent all other ethnics apart from their own inbred people	2
please re read what you just posted how how can that not seem totally retarded to you brown skinned true british people ffs if they had that capability why are not their own countries just like britain	1
i d also like to see the same applied to our own lazy white underclass too much bigger drain on benefit resources than islam and blacks combined due to sheer number have no decent british values refuse to work and breed like fooking rabbits	1
sand niggers are gonna sand nog	2
hias hebrew immigrant aid society bragged on its blog yesterday that in a baltimore md court it saved somali illegal alien yaasir from deportation back to somalia they are one of the <number> federal resettlement contractors paid w taxpayer placing refugees in your towns cities	2
anti white i am white you ridiculous tool	0
anybody that stands with the jews is a marikita that has no balls	1
it absolutely is this non whites will save us from white genocide rhetoric is garbage into the trash discarded voting wont accomplish anything the system is designed to prevent that as i said general strikes self defense squads mass marches etc we need less than <number> of whites	1
zojuist gab geïnstalleerd naar aanleiding van de nieuwe duitse wetgeving we moeten niet lijdzaam toezien hoe onze hard bevochten vrijheden worden afgenomen	0
liberal progress was bringing down a white democracy that provided safety and protection for all citizens using boycotts they caused mandella to be leader of south africa communist and terrorist today a is rape capital on earth woman raped every <number> min a liberal success story	0
if she did not want to get raped by <number> firefighters she should not have gotten intoxicated she probably begged for it before they did it she just crying because she got her sluttiness posted online and now everyone knows what kind of whore she is	1
conclusions women are just fucking retarded	2
nyc mayor wants private companies to disclose sex harassment claims hotpagenews com r <number> top100 hotpagenews com	0
the traitorous anti american retarded liberal scum sucking parasites that criticize president trump are the unfit ones	1
gays love communism and especially islam they want to try to see if they can fly of tall buildings with a pack of carpet kissers helping them just to show they are not racist lol	2
it possible of course that blacks have souls just as it is possible that jews have souls possible but not likely	2
don t talk shite kike moslems are less than <number> percent americas fucked plus we never had a kenyan leader an you say you re a white country you are not even white you1re jewish	2
luckily the iranian people did not bite to the phoney provocateurs trying to create violence against their government my opinion the scum rulers of the western world are in trouble and we are at the precipice of either they	1
ben shapiro is writing a new book about the basis of western civilization here a spoiler the jews did everything good developed steel trains cars computers and landed on the moon something like that that why he prefers to call us the judea christian west you have been warned	1
can you in detail show me how nazi germany was a thriving capitalistic society also why did the nazis give ragheads special rights in germany oh right hitler used to dream of a 9 yr old wife	2
your kikenvermin brothers the bolsheviks killed that many easily and the dead were not arabs there a reason why all school kids are taught about the holohoax but never hear a word about the holodomor	2
it an infinite regress of jews jewing romans jewing anglos jewing jews philosophy and logic cannot help us here	2
i have change and love everyone even your gay nazis whitesupreamist so jesus says turn your cheeks but i still turn back and fuck that asshole up lmfao 😉 🤗 🤗 🤗	1
he is so oppressed nike is selling his shoes to his ghetto brothers for only <number>	1
if there are legal immigrants who can enter the country properly and wait to get citizenship what the excuse of those who come here illegally answer there is none america wants legal immigrants who will help the country thrive not a bunch of freeloaders looking for handouts	0
i am not a sand nigger just a regular nigger get it right bitch	2
do not get me wrong i like alt right podcasts and content creators but whites need lobby groups economic cooperatives and white focused orgs of all kinds to regain control of their own nations not just more content i just wish i knew where to begin helping create these	1
today in <number> the great inventor nikola tesla died he was an immigrant america can be proud of i wonder what inventions the muslim refugees bring oh yeah a clock	1
i finally went to look up what this michael wolff retard looks like what a goofy looking faggot	2
whites are being replaced it a white holocaust but it real	0
kebabs made from our raped and murdered daughters	1
interesting observation it might be because we rightists realize things objects have no will and thus cannot be good or evil untainted by p c pablum we also allow ourselves to notice patterns of human behavior thus we can conclude e g that muslim immigrants are a net negative to society	2
where d you learn that mark zuckerberg sjw community college russians have always been and will always be caucasians of the european continent classifying russians or indians as asians is the same as classifying brazilians as americans	0
are you retarded or what	1
just like japanese chinese and the real asians hijacked asia and the right to be called actual asians therefore you cannot claim asian unless yo eyes are slanted naturally pow 1 7 0 w 0 l gg no re	0
it been years since a white man was this nervous in hollywood seth meyers call me stupid but why is seth meyers talking about white people did i miss some huge shift in social narrative	0
retarded linear thinking the liberals didnt take over the institutions with a shooting war	1
new zealand south of auckland is still ok with few third world immigrants tho lots of chinese in auckland beautiful small distances lovely fresh food lots of jobs tho not great pay housing expensive	1
seeing the little boy king in his final days shows just how much americans have lost the obamas and clintons do not care about america it all about power money and destroying america the immigrants refugees and drugs now pouring into america will hurt the protesters way more than mr trump	1
is it only me that sees a hilarious irony in ppl that hate most trashy rachet black ppl themselves using ghetto slang thot to insult white women happy snowfall day in ohio im starting to feel much better now my youngest has it the flu sucks speakfreely	1
the liberal retarded assholes in the canadian government do not like it when anyone speaks the truth	1
yes he did you have forgotten the part and parcel comment that filthy muzrat made already if that does not minimize the danger those useless filthy ragheads pose nothing does	1
<user> oprahwinfrey black washed her speech last night she spoke about recytaylor who was raped by six men but did not mention the <number> y o girl who was raped savagely beaten by thomasalfredtaylor who was defended by hillaryclinton <user> smeared the girl character	1
instant solution redeploy the us military from protecting kikes and arabs in the middle east to the border with mexico <user>	2
i love trump he cares immigration the undocumented immigrants and all that comes with it the military veterans and making it strong and stronger maga always putting americafirst does not turn his back on cruel leader like iran nk letting kim know do not threaten my people on my watch	0
when blacks are provably the most disunited ppl gang violence biggie vs tupac come on now stop cherrypicking news and views to support your bias end	2
the town where i live is still <number> white thank god more spics and niggers by the year though no darkies working at wendies though	2
i am not sure if it an official sanctuary city but it might as well be because it nothing but liberal politicians judges lawyers etc that turn everything they touch into a filth ghetto	1
amazing how niggers and other forms of virtually useless muds always neglect how little value they have it add	1
seriously oprah so what are gonna get that new besides white people suck white men suck even more blacks are wonderful victims and gays are god chosen hm	1
if men are only good for the money then women are only good for popping out babies the next society will remember this	1
and it business <number> time same shitty news daily libtards being twats and trying to kill all the muzzies miss but fuckem	2
<user> mentally retarded faggot	2
welp one of googles founders is a devout muslim who helped kick off the arabspring you might remember that after mubarak was kicked he was supposed to address crowds but muslim brotherhood kicked him out do not believe look it up	0
can this bitch from saudia arabia be deported already	1
you said fake news faggot it clearly not whether it old has no bearing on niggers being niggers nine years or ninety they are still retarded af and that shit was hilarious	2
have you ever thought about writing a book <user> a humor filled peice on propaganda and white advocay is sure to make the nyt best sellers list	0
just another case of white stupidity that will eventually lead to white race suicide white people are just fucking stupid to seek their own demise lol	2
mm i d differ lots whores in jew wood swallowing daily but they are perpetually swallowing a clue lies in what arabs noted in wars against jews jews had strong jew identity so they won another talmud has edict that jews should help other jews jews network and collude mobile ethno state	2
your haiku sucks ass you are a fucking faggot eat shit you homo	1
well if you can come from the ghetto become a billionaire or come from another country e a muslim become president of the usa where the oppression	1
there should not be any female soldiers for any reason do not be a cuck i guess you are a girl so you can not be a cuck but just so you know women need to be mothers and not cheap copies of soldiers	1
depression and related mental illnesses likely have a genetic origin which is aggravated and triggered by social environmental changes which are clearly happening all over the west the genetic predisposition to depression is also race specific whites asians being more prone blacks a lot less	0
calling me a kike is not an insult	0
<user> and i suppose the sand niggers will not cut off heads	2
i am glad you have a father and he seems like a decent one keep listening to him i dealt professionally with large numbers of jews for years they are a disgusting cruel and mendacious people they are like crueler more intelligent arabs	1
imma visit you with a tupac shirt with a bulletproof vest underneath and talk all ghetto and hiet imma call maself tyrone and see if you pop me playboi if i survive the ordeal i will mail the tape to just for laughs	0
sometimes you can just tell a woman is a real woman she makes it a point that it is not the nature of women to bitch about most anything in order to be a woman	1
stan lee doesm t like faggots like you harvey	1
well it turns out that ann coulter is just another media whore and her shtick is blind hatred toward hispanics the truth is that god mercy does not contradict his righteousness it is demanded by it somewhere between the lefts lionization of immigrants and coulter hatred is the truth	1
but speaking of sexual harassment and abuse what about at the presidential level responding to a tweet summarizing oprah speech famous bill clinton sexual abuse victim juanita broaddrick said the following	0
